ClientDBName,SnapshotDate,ModuleName,SubModuleName,InScopeCount,SubmittedCount,SubmissionRate,SubmissionsDelta
AssentDataFlir,2025-03-16,EU REACH SVHC,(01/2025),267,265,99.3%,105
AssentDataFlir,2025-03-23,EU REACH SVHC,(01/2025),319,316,99.1%,51
AssentDataFlir,2025-03-30,EU REACH SVHC,(01/2025),302,299,99%,-17
AssentDataFlir,2025-04-06,EU REACH SVHC,(01/2025),374,373,99.7%,74
AssentDataFlir,2025-04-13,EU REACH SVHC,(01/2025),431,430,99.8%,57
AssentDataFlir,2025-04-20,EU REACH SVHC,(01/2025),446,445,99.8%,15
AssentDataFlir,2025-04-27,EU REACH SVHC,(01/2025),847,843,99.5%,398
AssentDataFlir,2025-05-04,EU REACH SVHC,(01/2025),1040,1035,99.5%,192
AssentDataFlir,2025-05-11,EU REACH SVHC,(01/2025),1047,1045,99.8%,10
AssentDataFlir,2025-05-18,EU REACH SVHC,(01/2025),1246,1242,99.7%,197
AssentDataFlir,2025-05-25,EU REACH SVHC,(01/2025),1301,1299,99.8%,57
AssentDataFlir,2025-06-01,EU REACH SVHC,(01/2025),1434,1424,99.3%,125
AssentDataFlir,2025-06-08,EU REACH SVHC,(01/2025),1442,1430,99.2%,6
AssentDataFlir,2025-06-15,EU REACH SVHC,(01/2025),1490,1479,99.3%,49
AssentDataFlir,2025-06-22,EU REACH SVHC,(01/2025),1515,1503,99.2%,24
AssentDataFlir,2025-06-29,EU REACH SVHC,(01/2025),1522,1513,99.4%,10
AssentDataFlir,2025-07-06,EU REACH SVHC,(01/2025),1524,1517,99.5%,4
AssentDataFlir,2025-07-20,EU REACH SVHC,(01/2025),14,13,92.9%,-1504
AssentDataFlir,2025-07-27,EU REACH SVHC,(01/2025),111,111,100%,98
AssentDataFlir,2025-08-03,EU REACH SVHC,(01/2025),761,761,100%,650
AssentDataFlir,2025-08-10,EU REACH SVHC,(01/2025),764,764,100%,3
AssentDataFlir,2025-08-17,EU REACH SVHC,(01/2025),765,764,99.9%,0
AssentDataFlir,2025-08-24,EU REACH SVHC,(01/2025),771,770,99.9%,6
AssentDataFlir,2025-08-31,EU REACH SVHC,(01/2025),773,772,99.9%,2
AssentDataFlir,2025-09-07,EU REACH SVHC,(01/2025),773,772,99.9%,0
AssentDataFlir,2025-09-14,EU REACH SVHC,(01/2025),714,714,100%,-58
AssentDataFlir,2025-09-21,EU REACH SVHC,(01/2025),716,715,99.9%,1
AssentDataFlir,2025-09-28,EU REACH SVHC,(01/2025),713,712,99.9%,-3
AssentDataFlir,2025-10-05,EU REACH SVHC,(01/2025),714,713,99.9%,1
AssentDataFlir,2025-10-12,EU REACH SVHC,(01/2025),713,713,100%,0
AssentDataFlir,2025-10-19,EU REACH SVHC,(01/2025),664,663,99.8%,-50
AssentDataFlir,2025-10-26,EU REACH SVHC,(01/2025),658,657,99.8%,-6
AssentDataFlir,2025-11-02,EU REACH SVHC,(01/2025),665,665,100%,8
AssentDataFlir,2025-11-09,EU REACH SVHC,(01/2025),233,233,100%,-432
AssentDataFlir,2025-11-16,EU REACH SVHC,(01/2025),234,233,99.6%,0
AssentDataFlir,2025-11-23,EU REACH SVHC,(01/2025),189,188,99.5%,-45
AssentDataFlir,2025-11-30,EU REACH SVHC,(01/2025),175,175,100%,-13
AssentDataFlir,2025-12-07,EU REACH SVHC,(01/2025),95,94,98.9%,-81
AssentDataFlir,2025-12-14,EU REACH SVHC,(01/2025),86,85,98.8%,-9
AssentDataFlir,2025-12-21,EU REACH SVHC,(01/2025),78,78,100%,-7
AssentDataFlir,2025-12-28,EU REACH SVHC,(01/2025),80,79,98.8%,1
AssentDataFlir,2026-01-04,EU REACH SVHC,(01/2025),78,77,98.7%,-2
AssentDataFlir,2025-07-13,EU REACH SVHC,(06/2025),8847,0,0%,NULL
AssentDataFlir,2025-07-20,EU REACH SVHC,(06/2025),8829,1121,12.7%,1121
AssentDataFlir,2025-07-27,EU REACH SVHC,(06/2025),8443,860,10.2%,-261
AssentDataFlir,2025-08-03,EU REACH SVHC,(06/2025),7794,868,11.1%,8
AssentDataFlir,2025-08-10,EU REACH SVHC,(06/2025),7791,880,11.3%,12
AssentDataFlir,2025-08-17,EU REACH SVHC,(06/2025),7791,897,11.5%,17
AssentDataFlir,2025-08-24,EU REACH SVHC,(06/2025),7757,983,12.7%,86
AssentDataFlir,2025-08-31,EU REACH SVHC,(06/2025),7756,1022,13.2%,39
AssentDataFlir,2025-09-07,EU REACH SVHC,(06/2025),7741,1204,15.6%,182
AssentDataFlir,2025-09-14,EU REACH SVHC,(06/2025),7803,1302,16.7%,98
AssentDataFlir,2025-09-21,EU REACH SVHC,(06/2025),7799,1339,17.2%,37
AssentDataFlir,2025-09-28,EU REACH SVHC,(06/2025),7775,1382,17.8%,43
AssentDataFlir,2025-10-05,EU REACH SVHC,(06/2025),7778,1413,18.2%,31
AssentDataFlir,2025-10-12,EU REACH SVHC,(06/2025),7774,1831,23.6%,418
AssentDataFlir,2025-10-19,EU REACH SVHC,(06/2025),7808,2009,25.7%,178
AssentDataFlir,2025-10-26,EU REACH SVHC,(06/2025),7803,2114,27.1%,105
AssentDataFlir,2025-11-02,EU REACH SVHC,(06/2025),7790,2192,28.1%,78
AssentDataFlir,2025-11-09,EU REACH SVHC,(06/2025),8222,2679,32.6%,487
AssentDataFlir,2025-11-16,EU REACH SVHC,(06/2025),8239,2738,33.2%,59
AssentDataFlir,2025-11-23,EU REACH SVHC,(06/2025),8280,2798,33.8%,60
AssentDataFlir,2025-11-30,EU REACH SVHC,(06/2025),8294,2826,34.1%,28
AssentDataFlir,2025-12-07,EU REACH SVHC,(06/2025),8380,2962,35.3%,136
AssentDataFlir,2025-12-14,EU REACH SVHC,(06/2025),8382,3043,36.3%,81
AssentDataFlir,2025-12-21,EU REACH SVHC,(06/2025),8398,3086,36.7%,43
AssentDataFlir,2025-12-28,EU REACH SVHC,(06/2025),8386,3105,37%,19
AssentDataFlir,2026-01-04,EU REACH SVHC,(06/2025),8374,3094,36.9%,-11
AssentDataFlir,2025-03-09,TSCA Restrictions,12/2024,8697,364,4.2%,NULL
AssentDataFlir,2025-03-16,TSCA Restrictions,12/2024,8590,552,6.4%,188
AssentDataFlir,2025-03-23,TSCA Restrictions,12/2024,8538,639,7.5%,87
AssentDataFlir,2025-03-30,TSCA Restrictions,12/2024,8555,716,8.4%,77
AssentDataFlir,2025-04-06,TSCA Restrictions,12/2024,8483,719,8.5%,3
AssentDataFlir,2025-04-13,TSCA Restrictions,12/2024,8426,871,10.3%,152
AssentDataFlir,2025-04-20,TSCA Restrictions,12/2024,8411,884,10.5%,13
AssentDataFlir,2025-04-27,TSCA Restrictions,12/2024,8013,864,10.8%,-20
AssentDataFlir,2025-05-04,TSCA Restrictions,12/2024,7820,880,11.3%,16
AssentDataFlir,2025-05-11,TSCA Restrictions,12/2024,7813,892,11.4%,12
AssentDataFlir,2025-05-18,TSCA Restrictions,12/2024,7614,959,12.6%,67
AssentDataFlir,2025-05-25,TSCA Restrictions,12/2024,7560,939,12.4%,-20
AssentDataFlir,2025-06-01,TSCA Restrictions,12/2024,7427,890,12%,-49
AssentDataFlir,2025-06-08,TSCA Restrictions,12/2024,7419,921,12.4%,31
AssentDataFlir,2025-06-15,TSCA Restrictions,12/2024,7371,910,12.3%,-11
AssentDataFlir,2025-06-22,TSCA Restrictions,12/2024,7346,896,12.2%,-14
AssentDataFlir,2025-06-29,TSCA Restrictions,12/2024,7339,903,12.3%,7
AssentDataFlir,2025-07-06,TSCA Restrictions,12/2024,7337,905,12.3%,2
AssentDataFlir,2025-07-20,TSCA Restrictions,12/2024,5,5,100%,-900
AssentDataFlir,2025-07-27,TSCA Restrictions,12/2024,294,293,99.7%,288
AssentDataFlir,2025-08-03,TSCA Restrictions,12/2024,292,292,100%,-1
AssentDataFlir,2025-08-10,TSCA Restrictions,12/2024,292,292,100%,0
AssentDataFlir,2025-08-17,TSCA Restrictions,12/2024,292,291,99.7%,-1
AssentDataFlir,2025-08-24,TSCA Restrictions,12/2024,320,319,99.7%,28
AssentDataFlir,2025-08-31,TSCA Restrictions,12/2024,318,318,100%,-1
AssentDataFlir,2025-09-07,TSCA Restrictions,12/2024,334,333,99.7%,15
AssentDataFlir,2025-09-14,TSCA Restrictions,12/2024,330,330,100%,-3
AssentDataFlir,2025-09-21,TSCA Restrictions,12/2024,333,332,99.7%,2
AssentDataFlir,2025-09-28,TSCA Restrictions,12/2024,359,359,100%,27
AssentDataFlir,2025-10-05,TSCA Restrictions,12/2024,355,355,100%,-4
AssentDataFlir,2025-10-12,TSCA Restrictions,12/2024,361,360,99.7%,5
AssentDataFlir,2025-10-19,TSCA Restrictions,12/2024,376,375,99.7%,15
AssentDataFlir,2025-10-26,TSCA Restrictions,12/2024,387,386,99.7%,11
AssentDataFlir,2025-11-02,TSCA Restrictions,12/2024,392,392,100%,6
AssentDataFlir,2025-11-09,TSCA Restrictions,12/2024,393,392,99.7%,0
AssentDataFlir,2025-11-16,TSCA Restrictions,12/2024,374,374,100%,-18
AssentDataFlir,2025-11-23,TSCA Restrictions,12/2024,379,378,99.7%,4
AssentDataFlir,2025-11-30,TSCA Restrictions,12/2024,378,378,100%,0
AssentDataFlir,2025-12-07,TSCA Restrictions,12/2024,372,372,100%,-6
AssentDataFlir,2025-12-14,TSCA Restrictions,12/2024,379,379,100%,7
AssentDataFlir,2025-12-21,TSCA Restrictions,12/2024,371,371,100%,-8
AssentDataFlir,2025-12-28,TSCA Restrictions,12/2024,382,381,99.7%,10
AssentDataFlir,2026-01-04,TSCA Restrictions,12/2024,395,395,100%,14
AssentDataFPHcare,2025-02-09,EU REACH SVHC,(01/2025),2516,0,0%,NULL
AssentDataFPHcare,2025-02-16,EU REACH SVHC,(01/2025),2517,0,0%,0
AssentDataFPHcare,2025-02-23,EU REACH SVHC,(01/2025),2517,0,0%,0
AssentDataFPHcare,2025-03-02,EU REACH SVHC,(01/2025),2519,1,0%,1
AssentDataFPHcare,2025-03-09,EU REACH SVHC,(01/2025),2520,525,20.8%,524
AssentDataFPHcare,2025-03-16,EU REACH SVHC,(01/2025),2520,525,20.8%,0
AssentDataFPHcare,2025-03-23,EU REACH SVHC,(01/2025),2520,819,32.5%,294
AssentDataFPHcare,2025-03-30,EU REACH SVHC,(01/2025),2520,819,32.5%,0
AssentDataFPHcare,2025-04-06,EU REACH SVHC,(01/2025),2520,1044,41.4%,225
AssentDataFPHcare,2025-04-13,EU REACH SVHC,(01/2025),2520,1044,41.4%,0
AssentDataFPHcare,2025-04-20,EU REACH SVHC,(01/2025),2520,1044,41.4%,0
AssentDataFPHcare,2025-04-27,EU REACH SVHC,(01/2025),2521,1206,47.8%,162
AssentDataFPHcare,2025-05-04,EU REACH SVHC,(01/2025),2521,1276,50.6%,70
AssentDataFPHcare,2025-05-11,EU REACH SVHC,(01/2025),2521,1276,50.6%,0
AssentDataFPHcare,2025-05-18,EU REACH SVHC,(01/2025),2521,1276,50.6%,0
AssentDataFPHcare,2025-05-25,EU REACH SVHC,(01/2025),2521,1276,50.6%,0
AssentDataFPHcare,2025-06-01,EU REACH SVHC,(01/2025),2521,1280,50.8%,4
AssentDataFPHcare,2025-06-08,EU REACH SVHC,(01/2025),2521,1280,50.8%,0
AssentDataFPHcare,2025-06-15,EU REACH SVHC,(01/2025),2521,1280,50.8%,0
AssentDataFPHcare,2025-06-22,EU REACH SVHC,(01/2025),2521,1280,50.8%,0
AssentDataFPHcare,2025-06-29,EU REACH SVHC,(01/2025),2521,1280,50.8%,0
AssentDataFPHcare,2025-07-06,EU REACH SVHC,(01/2025),2521,1430,56.7%,150
AssentDataFPHcare,2025-08-17,EU REACH SVHC,(01/2025),3,3,100%,-1427
AssentDataFPHcare,2025-08-24,EU REACH SVHC,(01/2025),8,8,100%,5
AssentDataFPHcare,2025-08-31,EU REACH SVHC,(01/2025),8,8,100%,0
AssentDataFPHcare,2025-09-07,EU REACH SVHC,(01/2025),8,8,100%,0
AssentDataFPHcare,2025-09-14,EU REACH SVHC,(01/2025),11,11,100%,3
AssentDataFPHcare,2025-09-21,EU REACH SVHC,(01/2025),11,11,100%,0
AssentDataFPHcare,2025-09-28,EU REACH SVHC,(01/2025),13,11,84.6%,0
AssentDataFPHcare,2025-10-05,EU REACH SVHC,(01/2025),16,11,68.8%,0
AssentDataFPHcare,2025-10-12,EU REACH SVHC,(01/2025),15,11,73.3%,0
AssentDataFPHcare,2025-10-19,EU REACH SVHC,(01/2025),18,12,66.7%,1
AssentDataFPHcare,2025-10-26,EU REACH SVHC,(01/2025),18,11,61.1%,-1
AssentDataFPHcare,2025-11-02,EU REACH SVHC,(01/2025),21,12,57.1%,1
AssentDataFPHcare,2025-11-09,EU REACH SVHC,(01/2025),19,11,57.9%,-1
AssentDataFPHcare,2025-11-16,EU REACH SVHC,(01/2025),17,15,88.2%,4
AssentDataFPHcare,2025-11-23,EU REACH SVHC,(01/2025),16,14,87.5%,-1
AssentDataFPHcare,2025-11-30,EU REACH SVHC,(01/2025),11,10,90.9%,-4
AssentDataFPHcare,2025-12-07,EU REACH SVHC,(01/2025),8,8,100%,-2
AssentDataFPHcare,2025-12-14,EU REACH SVHC,(01/2025),15,12,80%,4
AssentDataFPHcare,2025-12-21,EU REACH SVHC,(01/2025),26,24,92.3%,12
AssentDataFPHcare,2025-12-28,EU REACH SVHC,(01/2025),27,25,92.6%,1
AssentDataFPHcare,2026-01-04,EU REACH SVHC,(01/2025),27,25,92.6%,0
AssentDataFPHcare,2025-07-13,EU REACH SVHC,(06/2025),2525,0,0%,NULL
AssentDataFPHcare,2025-07-20,EU REACH SVHC,(06/2025),2525,0,0%,0
AssentDataFPHcare,2025-07-27,EU REACH SVHC,(06/2025),2525,0,0%,0
AssentDataFPHcare,2025-08-03,EU REACH SVHC,(06/2025),2525,0,0%,0
AssentDataFPHcare,2025-08-10,EU REACH SVHC,(06/2025),2525,0,0%,0
AssentDataFPHcare,2025-08-17,EU REACH SVHC,(06/2025),2522,659,26.1%,659
AssentDataFPHcare,2025-08-24,EU REACH SVHC,(06/2025),2524,785,31.1%,126
AssentDataFPHcare,2025-08-31,EU REACH SVHC,(06/2025),2524,785,31.1%,0
AssentDataFPHcare,2025-09-07,EU REACH SVHC,(06/2025),2523,785,31.1%,0
AssentDataFPHcare,2025-09-14,EU REACH SVHC,(06/2025),2520,1121,44.5%,336
AssentDataFPHcare,2025-09-21,EU REACH SVHC,(06/2025),2519,1181,46.9%,60
AssentDataFPHcare,2025-09-28,EU REACH SVHC,(06/2025),2524,1182,46.8%,1
AssentDataFPHcare,2025-10-05,EU REACH SVHC,(06/2025),2521,1182,46.9%,0
AssentDataFPHcare,2025-10-12,EU REACH SVHC,(06/2025),2522,1182,46.9%,0
AssentDataFPHcare,2025-10-19,EU REACH SVHC,(06/2025),2525,1181,46.8%,-1
AssentDataFPHcare,2025-10-26,EU REACH SVHC,(06/2025),2525,1182,46.8%,1
AssentDataFPHcare,2025-11-02,EU REACH SVHC,(06/2025),2522,1181,46.8%,-1
AssentDataFPHcare,2025-11-09,EU REACH SVHC,(06/2025),2524,1194,47.3%,13
AssentDataFPHcare,2025-11-16,EU REACH SVHC,(06/2025),2526,1254,49.6%,60
AssentDataFPHcare,2025-11-23,EU REACH SVHC,(06/2025),2527,1255,49.7%,1
AssentDataFPHcare,2025-11-30,EU REACH SVHC,(06/2025),2532,1259,49.7%,4
AssentDataFPHcare,2025-12-07,EU REACH SVHC,(06/2025),2535,1261,49.7%,2
AssentDataFPHcare,2025-12-14,EU REACH SVHC,(06/2025),2528,1257,49.7%,-4
AssentDataFPHcare,2025-12-21,EU REACH SVHC,(06/2025),2517,1270,50.5%,13
AssentDataFPHcare,2025-12-28,EU REACH SVHC,(06/2025),2516,1269,50.4%,-1
AssentDataFPHcare,2026-01-04,EU REACH SVHC,(06/2025),2516,1269,50.4%,0
AssentDataGeotab,2025-02-09,EU REACH SVHC,(01/2025),988,0,0%,NULL
AssentDataGeotab,2025-02-16,EU REACH SVHC,(01/2025),988,0,0%,0
AssentDataGeotab,2025-02-23,EU REACH SVHC,(01/2025),1168,0,0%,0
AssentDataGeotab,2025-03-02,EU REACH SVHC,(01/2025),1168,0,0%,0
AssentDataGeotab,2025-03-09,EU REACH SVHC,(01/2025),1168,0,0%,0
AssentDataGeotab,2025-03-16,EU REACH SVHC,(01/2025),1168,73,6.3%,73
AssentDataGeotab,2025-03-23,EU REACH SVHC,(01/2025),1168,83,7.1%,10
AssentDataGeotab,2025-03-30,EU REACH SVHC,(01/2025),1168,212,18.2%,129
AssentDataGeotab,2025-04-06,EU REACH SVHC,(01/2025),1168,317,27.1%,105
AssentDataGeotab,2025-04-13,EU REACH SVHC,(01/2025),1168,352,30.1%,35
AssentDataGeotab,2025-04-20,EU REACH SVHC,(01/2025),1168,357,30.6%,5
AssentDataGeotab,2025-04-27,EU REACH SVHC,(01/2025),1252,367,29.3%,10
AssentDataGeotab,2025-05-04,EU REACH SVHC,(01/2025),1252,385,30.8%,18
AssentDataGeotab,2025-05-11,EU REACH SVHC,(01/2025),1252,469,37.5%,84
AssentDataGeotab,2025-05-18,EU REACH SVHC,(01/2025),1300,474,36.5%,5
AssentDataGeotab,2025-05-25,EU REACH SVHC,(01/2025),1300,501,38.5%,27
AssentDataGeotab,2025-06-01,EU REACH SVHC,(01/2025),1300,623,47.9%,122
AssentDataGeotab,2025-06-08,EU REACH SVHC,(01/2025),1300,656,50.5%,33
AssentDataGeotab,2025-06-15,EU REACH SVHC,(01/2025),1300,668,51.4%,12
AssentDataGeotab,2025-06-22,EU REACH SVHC,(01/2025),1300,734,56.5%,66
AssentDataGeotab,2025-06-29,EU REACH SVHC,(01/2025),1300,807,62.1%,73
AssentDataGeotab,2025-07-06,EU REACH SVHC,(01/2025),1300,815,62.7%,8
AssentDataGeotab,2025-07-20,EU REACH SVHC,(01/2025),6,6,100%,-809
AssentDataGeotab,2025-07-27,EU REACH SVHC,(01/2025),9,9,100%,3
AssentDataGeotab,2025-08-03,EU REACH SVHC,(01/2025),11,11,100%,2
AssentDataGeotab,2025-08-10,EU REACH SVHC,(01/2025),11,11,100%,0
AssentDataGeotab,2025-08-17,EU REACH SVHC,(01/2025),27,27,100%,16
AssentDataGeotab,2025-08-24,EU REACH SVHC,(01/2025),27,27,100%,0
AssentDataGeotab,2025-08-31,EU REACH SVHC,(01/2025),27,27,100%,0
AssentDataGeotab,2025-09-07,EU REACH SVHC,(01/2025),27,26,96.3%,-1
AssentDataGeotab,2025-09-14,EU REACH SVHC,(01/2025),36,35,97.2%,9
AssentDataGeotab,2025-09-21,EU REACH SVHC,(01/2025),28,27,96.4%,-8
AssentDataGeotab,2025-09-28,EU REACH SVHC,(01/2025),14,13,92.9%,-14
AssentDataGeotab,2025-10-05,EU REACH SVHC,(01/2025),14,13,92.9%,0
AssentDataGeotab,2025-10-12,EU REACH SVHC,(01/2025),14,13,92.9%,0
AssentDataGeotab,2025-10-19,EU REACH SVHC,(01/2025),12,11,91.7%,-2
AssentDataGeotab,2025-10-26,EU REACH SVHC,(01/2025),12,11,91.7%,0
AssentDataGeotab,2025-11-02,EU REACH SVHC,(01/2025),15,14,93.3%,3
AssentDataGeotab,2025-11-09,EU REACH SVHC,(01/2025),15,14,93.3%,0
AssentDataGeotab,2025-11-16,EU REACH SVHC,(01/2025),15,14,93.3%,0
AssentDataGeotab,2025-11-23,EU REACH SVHC,(01/2025),12,11,91.7%,-3
AssentDataGeotab,2025-11-30,EU REACH SVHC,(01/2025),10,9,90%,-2
AssentDataGeotab,2025-12-07,EU REACH SVHC,(01/2025),10,9,90%,0
AssentDataGeotab,2025-12-14,EU REACH SVHC,(01/2025),10,9,90%,0
AssentDataGeotab,2025-12-21,EU REACH SVHC,(01/2025),10,9,90%,0
AssentDataGeotab,2025-12-28,EU REACH SVHC,(01/2025),10,9,90%,0
AssentDataGeotab,2026-01-04,EU REACH SVHC,(01/2025),10,9,90%,0
AssentDataGeotab,2025-07-13,EU REACH SVHC,(06/2025),1300,0,0%,NULL
AssentDataGeotab,2025-07-20,EU REACH SVHC,(06/2025),1294,3,0.2%,3
AssentDataGeotab,2025-07-27,EU REACH SVHC,(06/2025),1291,10,0.8%,7
AssentDataGeotab,2025-08-03,EU REACH SVHC,(06/2025),1289,12,0.9%,2
AssentDataGeotab,2025-08-10,EU REACH SVHC,(06/2025),1289,66,5.1%,54
AssentDataGeotab,2025-08-17,EU REACH SVHC,(06/2025),1273,76,6%,10
AssentDataGeotab,2025-08-24,EU REACH SVHC,(06/2025),1273,81,6.4%,5
AssentDataGeotab,2025-08-31,EU REACH SVHC,(06/2025),1273,191,15%,110
AssentDataGeotab,2025-09-07,EU REACH SVHC,(06/2025),1306,273,20.9%,82
AssentDataGeotab,2025-09-14,EU REACH SVHC,(06/2025),1282,462,36%,189
AssentDataGeotab,2025-09-21,EU REACH SVHC,(06/2025),1301,502,38.6%,40
AssentDataGeotab,2025-09-28,EU REACH SVHC,(06/2025),1308,542,41.4%,40
AssentDataGeotab,2025-10-05,EU REACH SVHC,(06/2025),1312,558,42.5%,16
AssentDataGeotab,2025-10-12,EU REACH SVHC,(06/2025),1311,630,48.1%,72
AssentDataGeotab,2025-10-19,EU REACH SVHC,(06/2025),1314,639,48.6%,9
AssentDataGeotab,2025-10-26,EU REACH SVHC,(06/2025),1313,647,49.3%,8
AssentDataGeotab,2025-11-02,EU REACH SVHC,(06/2025),1308,768,58.7%,121
AssentDataGeotab,2025-11-09,EU REACH SVHC,(06/2025),1312,812,61.9%,44
AssentDataGeotab,2025-11-16,EU REACH SVHC,(06/2025),1306,822,62.9%,10
AssentDataGeotab,2025-11-23,EU REACH SVHC,(06/2025),1317,838,63.6%,16
AssentDataGeotab,2025-11-30,EU REACH SVHC,(06/2025),1309,848,64.8%,10
AssentDataGeotab,2025-12-07,EU REACH SVHC,(06/2025),1322,875,66.2%,27
AssentDataGeotab,2025-12-14,EU REACH SVHC,(06/2025),1309,883,67.5%,8
AssentDataGeotab,2025-12-21,EU REACH SVHC,(06/2025),1321,884,66.9%,1
AssentDataGeotab,2025-12-28,EU REACH SVHC,(06/2025),1306,886,67.8%,2
AssentDataGeotab,2026-01-04,EU REACH SVHC,(06/2025),1321,890,67.4%,4
AssentDataKason,2025-02-09,EU REACH SVHC,(01/2025),358,0,0%,NULL
AssentDataKason,2025-02-16,EU REACH SVHC,(01/2025),358,0,0%,0
AssentDataKason,2025-02-23,EU REACH SVHC,(01/2025),358,0,0%,0
AssentDataKason,2025-03-02,EU REACH SVHC,(01/2025),358,76,21.2%,76
AssentDataKason,2025-03-09,EU REACH SVHC,(01/2025),358,130,36.3%,54
AssentDataKason,2025-03-16,EU REACH SVHC,(01/2025),358,131,36.6%,1
AssentDataKason,2025-03-23,EU REACH SVHC,(01/2025),358,142,39.7%,11
AssentDataKason,2025-03-30,EU REACH SVHC,(01/2025),358,169,47.2%,27
AssentDataKason,2025-04-06,EU REACH SVHC,(01/2025),358,185,51.7%,16
AssentDataKason,2025-04-13,EU REACH SVHC,(01/2025),358,195,54.5%,10
AssentDataKason,2025-04-20,EU REACH SVHC,(01/2025),358,195,54.5%,0
AssentDataKason,2025-04-27,EU REACH SVHC,(01/2025),358,195,54.5%,0
AssentDataKason,2025-05-04,EU REACH SVHC,(01/2025),358,195,54.5%,0
AssentDataKason,2025-05-11,EU REACH SVHC,(01/2025),358,195,54.5%,0
AssentDataKason,2025-05-18,EU REACH SVHC,(01/2025),358,219,61.2%,24
AssentDataKason,2025-05-25,EU REACH SVHC,(01/2025),358,219,61.2%,0
AssentDataKason,2025-06-01,EU REACH SVHC,(01/2025),358,220,61.5%,1
AssentDataKason,2025-06-08,EU REACH SVHC,(01/2025),358,220,61.5%,0
AssentDataKason,2025-06-15,EU REACH SVHC,(01/2025),358,231,64.5%,11
AssentDataKason,2025-06-22,EU REACH SVHC,(01/2025),358,231,64.5%,0
AssentDataKason,2025-06-29,EU REACH SVHC,(01/2025),358,233,65.1%,2
AssentDataKason,2025-07-06,EU REACH SVHC,(01/2025),358,233,65.1%,0
AssentDataKason,2025-12-07,EU REACH SVHC,(01/2025),1,1,100%,-232
AssentDataKason,2025-12-14,EU REACH SVHC,(01/2025),1,1,100%,0
AssentDataKason,2025-12-21,EU REACH SVHC,(01/2025),1,1,100%,0
AssentDataKason,2025-12-28,EU REACH SVHC,(01/2025),1,1,100%,0
AssentDataKason,2026-01-04,EU REACH SVHC,(01/2025),1,1,100%,0
AssentDataKason,2025-07-13,EU REACH SVHC,(06/2025),358,0,0%,NULL
AssentDataKason,2025-07-20,EU REACH SVHC,(06/2025),358,9,2.5%,9
AssentDataKason,2025-07-27,EU REACH SVHC,(06/2025),358,10,2.8%,1
AssentDataKason,2025-08-03,EU REACH SVHC,(06/2025),3,3,100%,-7
AssentDataKason,2025-08-10,EU REACH SVHC,(06/2025),13,13,100%,10
AssentDataKason,2025-08-17,EU REACH SVHC,(06/2025),27,23,85.2%,10
AssentDataKason,2025-08-24,EU REACH SVHC,(06/2025),33,29,87.9%,6
AssentDataKason,2025-08-31,EU REACH SVHC,(06/2025),31,27,87.1%,-2
AssentDataKason,2025-09-07,EU REACH SVHC,(06/2025),41,37,90.2%,10
AssentDataKason,2025-09-14,EU REACH SVHC,(06/2025),47,43,91.5%,6
AssentDataKason,2025-09-21,EU REACH SVHC,(06/2025),51,47,92.2%,4
AssentDataKason,2025-09-28,EU REACH SVHC,(06/2025),80,76,95%,29
AssentDataKason,2025-10-05,EU REACH SVHC,(06/2025),81,77,95.1%,1
AssentDataKason,2025-10-12,EU REACH SVHC,(06/2025),85,81,95.3%,4
AssentDataKason,2025-10-19,EU REACH SVHC,(06/2025),143,83,58%,2
AssentDataKason,2025-10-26,EU REACH SVHC,(06/2025),150,86,57.3%,3
AssentDataKason,2025-11-02,EU REACH SVHC,(06/2025),150,87,58%,1
AssentDataKason,2025-11-09,EU REACH SVHC,(06/2025),150,87,58%,0
AssentDataKason,2025-11-16,EU REACH SVHC,(06/2025),149,121,81.2%,34
AssentDataKason,2025-11-23,EU REACH SVHC,(06/2025),288,121,42%,0
AssentDataKason,2025-11-30,EU REACH SVHC,(06/2025),288,120,41.7%,-1
AssentDataKason,2025-12-07,EU REACH SVHC,(06/2025),286,156,54.5%,36
AssentDataKason,2025-12-14,EU REACH SVHC,(06/2025),333,155,46.5%,-1
AssentDataKason,2025-12-21,EU REACH SVHC,(06/2025),326,204,62.6%,49
AssentDataKason,2025-12-28,EU REACH SVHC,(06/2025),323,201,62.2%,-3
AssentDataKason,2026-01-04,EU REACH SVHC,(06/2025),326,216,66.3%,15
AssentDataKason,2025-08-03,TSCA Restrictions,12/2024,359,0,0%,NULL
AssentDataKason,2025-08-10,TSCA Restrictions,12/2024,349,82,23.5%,82
AssentDataKason,2025-08-17,TSCA Restrictions,12/2024,1274,426,33.4%,344
AssentDataKason,2025-08-24,TSCA Restrictions,12/2024,1268,502,39.6%,76
AssentDataKason,2025-08-31,TSCA Restrictions,12/2024,1270,549,43.2%,47
AssentDataKason,2025-09-07,TSCA Restrictions,12/2024,1260,637,50.6%,88
AssentDataKason,2025-09-14,TSCA Restrictions,12/2024,1254,650,51.8%,13
AssentDataKason,2025-09-21,TSCA Restrictions,12/2024,1250,650,52%,0
AssentDataKason,2025-09-28,TSCA Restrictions,12/2024,1221,632,51.8%,-18
AssentDataKason,2025-10-05,TSCA Restrictions,12/2024,1220,635,52%,3
AssentDataKason,2025-10-12,TSCA Restrictions,12/2024,1216,653,53.7%,18
AssentDataKason,2025-10-19,TSCA Restrictions,12/2024,1312,670,51.1%,17
AssentDataKason,2025-10-26,TSCA Restrictions,12/2024,1308,676,51.7%,6
